lsoa11cd,index_domain,decile,rank,score
E01005323,Income,2,3705,0.291
E01005323,Index of Multiple Deprivation,2,5508,36.818
E01005323,Living Environment,4,12397,23.348
E01005324,Barriers to Housing and Services,9,28286,10.479
E01005324,Crime,3,6992,0.652
E01005324,"Education, Skills and Training",2,3414,48.689
E01005324,Employment,1,1708,0.273
E01005324,Health Deprivation and Disability,1,547,1.934
E01005324,Income Deprivation Affecting Children Index (IDACI),1,1844,0.439
E01005324,Income Deprivation Affecting Older People Index (IDAOPI),1,2560,0.394
E01005324,Income,1,1686,0.353
E01005324,Index of Multiple Deprivation,1,2183,50.255
E01005324,Living Environment,8,24636,9.031
E01005325,Barriers to Housing and Services,8,23600,14.567
E01005325,Crime,2,5075,0.817
E01005325,"Education, Skills and Training",1,1516,61.43
E01005325,Employment,1,387,0.348
E01005325,Health Deprivation and Disability,1,117,2.42
E01005325,Income Deprivation Affecting Children Index (IDACI),1,672,0.509
E01005325,Income Deprivation Affecting Older People Index (IDAOPI),1,765,0.507
E01005325,Income,1,145,0.485
E01005325,Index of Multiple Deprivation,1,426,67.004
E01005325,Living Environment,8,23669,9.895
E01005326,Barriers to Housing and Services,6,17048,19.823
E01005326,Crime,5,15453,0.071
E01005326,"Education, Skills and Training",1,1598,60.758
E01005326,Employment,3,7132,0.171
E01005326,Health Deprivation and Disability,2,4162,1.031
E01005326,Income Deprivation Affecting Children Index (IDACI),4,11501,0.213
E01005326,Income Deprivation Affecting Older People Index (IDAOPI),1,816,0.5
E01005326,Income,2,4686,0.267
E01005326,Index of Multiple Deprivation,2,5234,37.686
E01005326,Living Environment,3,9764,27.861
E01005327,Barriers to Housing and Services,10,31077,7.077
E01005327,Crime,3,9801,0.443
E01005327,"Education, Skills and Training",5,15452,17.585
E01005327,Employment,4,10765,0.134
E01005327,Health Deprivation and Disability,2,4337,1.009
E01005327,Income Deprivation Affecting Children Index (IDACI),4,11149,0.219
E01005327,Income Deprivation Affecting Older People Index (IDAOPI),5,14923,0.165
E01005327,Income,4,11378,0.161
E01005327,Index of Multiple Deprivation,4,11658,23.651
E01005327,Living Environment,5,14730,19.916
E01005328,Barriers to Housing and Services,9,27126,11.523
E01005328,Crime,2,4930,0.833
E01005328,"Education, Skills and Training",2,3824,46.659
E01005328,Employment,1,739,0.317
E01005328,Health Deprivation and Disability,1,1791,1.461
E01005328,Income Deprivation Affecting Children Index (IDACI),3,7114,0.291
E01005328,Income Deprivation Affecting Older People Index (IDAOPI),2,6080,0.295
E01005328,Income,2,3479,0.297
E01005328,Index of Multiple Deprivation,1,2426,48.968
E01005328,Living Environment,6,16450,17.529
E01005329,Barriers to Housing and Services,7,20367,17.124
E01005329,Crime,8,25293,-0.608
E01005329,"Education, Skills and Training",8,23211,8.706
E01005329,Employment,6,18495,0.086
E01005329,Health Deprivation and Disability,5,15529,0.041
E01005329,Income Deprivation Affecting Children Index (IDACI),9,27128,0.059
E01005329,Income Deprivation Affecting Older People Index (IDAOPI),8,26217,0.079
E01005329,Income,8,26273,0.057
E01005329,Index of Multiple Deprivation,8,24880,9.458
E01005329,Living Environment,8,25913,7.924
E01005330,Barriers to Housing and Services,8,23456,14.686
E01005330,Crime,7,20832,-0.286
E01005330,"Education, Skills and Training",8,24206,7.766
E01005330,Employment,6,19379,0.082
E01005330,Health Deprivation and Disability,7,20855,-0.32
E01005330,Income Deprivation Affecting Children Index (IDACI),9,26809,0.061
E01005330,Income Deprivation Affecting Older People Index (IDAOPI),7,22722,0.1
E01005330,Income,8,25925,0.059
E01005330,Index of Multiple Deprivation,8,24935,9.417
E01005330,Living Environment,5,15782,18.467
E01005331,Barriers to Housing and Services,10,31880,5.604
E01005331,Crime,2,5737,0.756
E01005331,"Education, Skills and Training",4,9935,26.89
E01005331,Employment,4,10819,0.133
E01005331,Health Deprivation and Disability,4,11794,0.307
E01005331,Income Deprivation Affecting Children Index (IDACI),4,11692,0.21
E01005331,Income Deprivation Affecting Older People Index (IDAOPI),6,18668,0.129
E01005331,Income,5,13259,0.142
E01005331,Index of Multiple Deprivation,4,12602,22.21
E01005331,Living Environment,5,15311,19.084
E01005332,Barriers to Housing and Services,10,30754,7.595
E01005332,Crime,4,10068,0.426
E01005332,"Education, Skills and Training",3,7495,33.013
E01005332,Employment,3,7229,0.17
E01005332,Health Deprivation and Disability,2,4679,0.965
E01005332,Income Deprivation Affecting Children Index (IDACI),3,9349,0.248
E01005332,Income Deprivation Affecting Older People Index (IDAOPI),4,10934,0.212
E01005332,Income,3,9086,0.19
E01005332,Index of Multiple Deprivation,3,8653,29.116
E01005332,Living Environment,4,11720,24.481
E01005333,Barriers to Housing and Services,10,30067,8.612
E01005333,Crime,5,15620,0.062
E01005333,"Education, Skills and Training",8,25767,6.38
E01005333,Employment,7,22706,0.069
E01005333,Health Deprivation and Disability,6,17158,-0.069
E01005333,Income Deprivation Affecting Children Index (IDACI),9,26749,0.061
E01005333,Income Deprivation Affecting Older People Index (IDAOPI),9,26709,0.076
E01005333,Income,9,28102,0.049
E01005333,Index of Multiple Deprivation,9,27157,7.682
E01005333,Living Environment,8,25463,8.311
E01005334,Barriers to Housing and Services,8,24357,13.955
E01005334,Crime,8,25509,-0.626
E01005334,"Education, Skills and Training",8,23985,7.962
E01005334,Employment,9,27220,0.052
E01005334,Health Deprivation and Disability,7,21919,-0.4
E01005334,Income Deprivation Affecting Children Index (IDACI),10,30823,0.034
E01005334,Income Deprivation Affecting Older People Index (IDAOPI),8,23770,0.093
E01005334,Income,10,29957,0.04
E01005334,Index of Multiple Deprivation,9,29243,5.948
E01005334,Living Environment,6,18913,14.551
E01005335,Barriers to Housing and Services,8,23742,14.449
E01005335,Crime,4,10383,0.401
E01005335,"Education, Skills and Training",8,24057,7.908
E01005335,Employment,8,24790,0.061
E01005335,Health Deprivation and Disability,6,16514,-0.028
E01005335,Income Deprivation Affecting Children Index (IDACI),8,25110,0.072
E01005335,Income Deprivation Affecting Older People Index (IDAOPI),9,29188,0.061
E01005335,Income,9,27601,0.051
E01005335,Index of Multiple Deprivation,8,24858,9.47
E01005335,Living Environment,7,20296,13.106
E01005336,Barriers to Housing and Services,9,27767,10.945
E01005336,Crime,5,16246,0.018
E01005336,"Education, Skills and Training",8,25227,6.855
E01005336,Employment,7,22701,0.069
E01005336,Health Deprivation and Disability,5,14922,0.081
E01005336,Income Deprivation Affecting Children Index (IDACI),8,26180,0.065
E01005336,Income Deprivation Affecting Older People Index (IDAOPI),9,28561,0.065
E01005336,Income,9,28093,0.049
E01005336,Index of Multiple Deprivation,8,26174,8.447
E01005336,Living Environment,8,23266,10.262
E01005337,Barriers to Housing and Services,9,26402,12.21
E01005337,Crime,3,9416,0.472
E01005337,"Education, Skills and Training",1,3122,50.244
E01005337,Employment,2,6117,0.184
E01005337,Health Deprivation and Disability,3,7147,0.698
E01005337,Income Deprivation Affecting Children Index (IDACI),3,7060,0.292
E01005337,Income Deprivation Affecting Older People Index (IDAOPI),3,8128,0.254
E01005337,Income,2,4706,0.267
E01005337,Index of Multiple Deprivation,2,5975,35.452
E01005337,Living Environment,3,8725,29.861
E01005338,Barriers to Housing and Services,9,26550,12.069
E01005338,Crime,2,5615,0.766
E01005338,"Education, Skills and Training",2,3933,46.122
E01005338,Employment,2,3929,0.219
E01005338,Health Deprivation and Disability,1,2222,1.361
E01005338,Income Deprivation Affecting Children Index (IDACI),3,7081,0.292
E01005338,Income Deprivation Affecting Older People Index (IDAOPI),1,1869,0.427
E01005338,Income,1,3158,0.305
E01005338,Index of Multiple Deprivation,2,3918,42.009
E01005338,Living Environment,5,14577,20.093
E01005339,Barriers to Housing and Services,8,24792,13.585
E01005339,Crime,3,9223,0.487
E01005339,"Education, Skills and Training",9,28482,4.074
E01005339,Employment,8,24669,0.062
E01005339,Health Deprivation and Disability,7,20527,-0.296
E01005339,Income Deprivation Affecting Children Index (IDACI),9,29027,0.047
E01005339,Income Deprivation Affecting Older People Index (IDAOPI),10,31581,0.042
E01005339,Income,10,30652,0.036
E01005339,Index of Multiple Deprivation,9,26993,7.797
E01005339,Living Environment,7,21698,11.726
E01005340,Barriers to Housing and Services,5,14164,22.163
E01005340,Crime,2,3591,0.975
E01005340,"Education, Skills and Training",2,4406,43.826
E01005340,Employment,1,2751,0.243
E01005340,Health Deprivation and Disability,1,2136,1.379
E01005340,Income Deprivation Affecting Children Index (IDACI),2,5928,0.317
E01005340,Income Deprivation Affecting Older People Index (IDAOPI),2,5208,0.315
E01005340,Income,2,4610,0.269
E01005340,Index of Multiple Deprivation,2,3611,43.174
E01005340,Living Environment,7,20164,13.25
E01005341,Barriers to Housing and Services,8,25306,13.13
E01005341,Crime,3,8685,0.525
E01005341,"Education, Skills and Training",4,12113,22.628
E01005341,Employment,5,13866,0.112
E01005341,Health Deprivation and Disability,4,9949,0.453
E01005341,Income Deprivation Affecting Children Index (IDACI),5,13324,0.186
E01005341,Income Deprivation Affecting Older People Index (IDAOPI),4,10975,0.212
E01005341,Income,4,13123,0.143
E01005341,Index of Multiple Deprivation,4,12212,22.782
E01005341,Living Environment,2,5213,38.469
E01005342,Barriers to Housing and Services,9,26737,11.88
E01005342,Crime,2,5149,0.81
E01005342,"Education, Skills and Training",1,2428,54.509
E01005342,Employment,1,957,0.305
E01005342,Health Deprivation and Disability,1,1564,1.517
E01005342,Income Deprivation Affecting Children Index (IDACI),1,2526,0.411
E01005342,Income Deprivation Affecting Older People Index (IDAOPI),2,5913,0.299
E01005342,Income,1,2648,0.32
E01005342,Index of Multiple Deprivation,1,2023,51.199
E01005342,Living Environment,5,13808,21.235
E01005343,Barriers to Housing and Services,10,30345,8.208
E01005343,Crime,1,2441,1.122
E01005343,"Education, Skills and Training",2,5421,39.702
E01005343,Employment,2,5995,0.185
E01005343,Health Deprivation and Disability,2,4496,0.987
E01005343,Income Deprivation Affecting Children Index (IDACI),2,6039,0.314
E01005343,Income Deprivation Affecting Older People Index (IDAOPI),4,10727,0.215
E01005343,Income,3,6763,0.225
E01005343,Index of Multiple Deprivation,2,5986,35.418
E01005343,Living Environment,4,11231,25.256
E01005344,Barriers to Housing and Services,10,30307,8.266
E01005344,Crime,2,3425,0.994
E01005344,"Education, Skills and Training",2,5475,39.458
E01005344,Employment,2,4259,0.213
E01005344,Health Deprivation and Disability,2,4421,0.998
E01005344,Income Deprivation Affecting Children Index (IDACI),2,3307,0.386
E01005344,Income Deprivation Affecting Older People Index (IDAOPI),2,5803,0.302
E01005344,Income,2,3985,0.284
E01005344,Index of Multiple Deprivation,2,4460,40.17
E01005344,Living Environment,2,6211,35.843
E01005345,Barriers to Housing and Services,10,32639,3.047
E01005345,Crime,8,25014,-0.586
E01005345,"Education, Skills and Training",5,14723,18.631
E01005345,Employment,5,15061,0.104
E01005345,Health Deprivation and Disability,4,12581,0.249
E01005345,Income Deprivation Affecting Children Index (IDACI),6,19154,0.118
E01005345,Income Deprivation Affecting Older People Index (IDAOPI),7,21600,0.108
E01005345,Income,6,19246,0.094
E01005345,Index of Multiple Deprivation,6,18884,14.763
E01005345,Living Environment,4,11794,24.344
E01005346,Barriers to Housing and Services,10,32447,3.914
E01005346,Crime,5,14484,0.133
E01005346,"Education, Skills and Training",5,13783,19.982
E01005346,Employment,5,13147,0.116
E01005346,Health Deprivation and Disability,3,6593,0.75
E01005346,Income Deprivation Affecting Children Index (IDACI),7,19828,0.113
E01005346,Income Deprivation Affecting Older People Index (IDAOPI),5,13932,0.176
E01005346,Income,5,16362,0.114
E01005346,Index of Multiple Deprivation,5,14662,19.493
E01005346,Living Environment,4,12036,23.953
E01005347,Barriers to Housing and Services,9,29002,9.8
E01005347,Crime,5,15896,0.042
E01005347,"Education, Skills and Training",4,12358,22.198
E01005347,Employment,4,12147,0.123
E01005347,Health Deprivation and Disability,5,13891,0.152
E01005347,Income Deprivation Affecting Children Index (IDACI),5,14895,0.166
E01005347,Income Deprivation Affecting Older People Index (IDAOPI),7,21366,0.109
E01005347,Income,5,16146,0.116
E01005347,Index of Multiple Deprivation,5,16326,17.498
E01005347,Living Environment,5,16199,17.905
E01005348,Barriers to Housing and Services,8,24491,13.832
E01005348,Crime,3,9808,0.443
E01005348,"Education, Skills and Training",2,4477,43.473
E01005348,Employment,1,1798,0.271
E01005348,Health Deprivation and Disability,1,1600,1.509
E01005348,Income Deprivation Affecting Children Index (IDACI),1,1317,0.466
E01005348,Income Deprivation Affecting Older People Index (IDAOPI),1,2434,0.4
E01005348,Income,1,660,0.409
E01005348,Index of Multiple Deprivation,1,2141,50.479
E01005348,Living Environment,7,20188,13.219
E01005349,Barriers to Housing and Services,4,9919,26.133
E01005349,Crime,4,10043,0.427
E01005349,"Education, Skills and Training",1,1141,65.119
E01005349,Employment,2,4650,0.206
E01005349,Health Deprivation and Disability,3,8803,0.551
E01005349,Income Deprivation Affecting Children Index (IDACI),2,6211,0.31
E01005349,Income Deprivation Affecting Older People Index (IDAOPI),1,16,0.796
E01005349,Income,1,1448,0.364
E01005349,Index of Multiple Deprivation,1,3002,45.883
E01005349,Living Environment,3,8366,30.667
E01005350,Barriers to Housing and Services,7,21048,16.571
E01005350,Crime,1,2468,1.119
E01005350,"Education, Skills and Training",1,829,69.115
E01005350,Employment,1,14,0.495
E01005350,Health Deprivation and Disability,1,14,2.975
E01005350,Income Deprivation Affecting Children Index (IDACI),1,938,0.49
E01005350,Income Deprivation Affecting Older People Index (IDAOPI),1,250,0.603
E01005350,Income,1,40,0.543
E01005350,Index of Multiple Deprivation,1,102,75.401
E01005350,Living Environment,6,17945,15.684
E01005351,Barriers to Housing and Services,5,15789,20.803
E01005351,Crime,4,11458,0.33
E01005351,"Education, Skills and Training",1,1448,61.973
E01005351,Employment,2,3856,0.22
E01005351,Health Deprivation and Disability,3,9503,0.488
E01005351,Income Deprivation Affecting Children Index (IDACI),2,5999,0.315
E01005351,Income Deprivation Affecting Older People Index (IDAOPI),1,1117,0.473
E01005351,Income,1,1894,0.345
E01005351,Index of Multiple Deprivation,2,3548,43.451
E01005351,Living Environment,3,9206,28.924
E01005352,Barriers to Housing and Services,6,18789,18.414
E01005352,Crime,2,3982,0.934
E01005352,"Education, Skills and Training",1,623,72.273
E01005352,Employment,1,1219,0.292
E01005352,Health Deprivation and Disability,1,1889,1.434
E01005352,Income Deprivation Affecting Children Index (IDACI),2,3567,0.378
E01005352,Income Deprivation Affecting Older People Index (IDAOPI),1,1531,0.445
E01005352,Income,1,1139,0.381
E01005352,Index of Multiple Deprivation,1,1130,57.856
E01005352,Living Environment,4,12600,23.038
E01005353,Barriers to Housing and Services,4,12089,23.975
E01005353,Crime,1,3193,1.02
E01005353,"Education, Skills and Training",1,827,69.142
E01005353,Employment,1,414,0.345
E01005353,Health Deprivation and Disability,1,1819,1.452
E01005353,Income Deprivation Affecting Children Index (IDACI),1,3150,0.39
E01005353,Income Deprivation Affecting Older People Index (IDAOPI),1,314,0.58
E01005353,Income,1,389,0.44
E01005353,Index of Multiple Deprivation,1,531,65.026
E01005353,Living Environment,5,16402,17.604
E01005354,Barriers to Housing and Services,6,17397,19.538
E01005354,Crime,3,7967,0.578
E01005354,"Education, Skills and Training",2,3867,46.457
E01005354,Employment,3,8389,0.156
E01005354,Health Deprivation and Disability,3,8412,0.586
E01005354,Income Deprivation Affecting Children Index (IDACI),1,2701,0.405
