lsoa11cd,measure,value,index_domain
E01006037,Score,0.101,Health Deprivation and Disability
E01006005,Score,1.43,Health Deprivation and Disability
E01005996,Score,0.79,Health Deprivation and Disability
E01005169,Score,0.334,Health Deprivation and Disability
E01005079,Score,1.126,Health Deprivation and Disability
E01005242,Score,1.881,Health Deprivation and Disability
E01005156,Score,0.55,Health Deprivation and Disability
E01005556,Score,0.313,Health Deprivation and Disability
E01005525,Score,1.418,Health Deprivation and Disability
E01005086,Score,2.325,Health Deprivation and Disability
E01005531,Score,0.704,Health Deprivation and Disability
E01005407,Score,-0.659,Health Deprivation and Disability
E01005362,Score,0.079,Health Deprivation and Disability
E01005374,Score,0.802,Health Deprivation and Disability
E01005422,Score,1.098,Health Deprivation and Disability
E01005097,Score,2.08,Health Deprivation and Disability
E01005241,Score,0.888,Health Deprivation and Disability
E01005092,Score,1.914,Health Deprivation and Disability
E01005546,Score,0.968,Health Deprivation and Disability
E01005720,Score,1.958,Health Deprivation and Disability
E01005723,Score,2.147,Health Deprivation and Disability
E01005701,Score,0.297,Health Deprivation and Disability
E01005601,Score,2.206,Health Deprivation and Disability
E01005618,Score,0.995,Health Deprivation and Disability
E01005574,Score,-0.051,Health Deprivation and Disability
E01005575,Score,0.076,Health Deprivation and Disability
E01005672,Score,1.284,Health Deprivation and Disability
E01005227,Score,1.251,Health Deprivation and Disability
E01005231,Score,1.297,Health Deprivation and Disability
E01005671,Score,1.421,Health Deprivation and Disability
E01005646,Score,0.086,Health Deprivation and Disability
E01005659,Score,1.794,Health Deprivation and Disability
E01005695,Score,-0.354,Health Deprivation and Disability
E01005128,Score,0.342,Health Deprivation and Disability
E01005129,Score,2.137,Health Deprivation and Disability
E01005694,Score,-0.056,Health Deprivation and Disability
E01005379,Score,1.573,Health Deprivation and Disability
E01005189,Score,2.447,Health Deprivation and Disability
E01005222,Score,2.049,Health Deprivation and Disability
E01005247,Score,0.912,Health Deprivation and Disability
E01005264,Score,2.075,Health Deprivation and Disability
E01005619,Score,0.938,Health Deprivation and Disability
E01005725,Score,1.733,Health Deprivation and Disability
E01005663,Score,1.5,Health Deprivation and Disability
E01005804,Score,0.539,Health Deprivation and Disability
E01005857,Score,-0.027,Health Deprivation and Disability
E01005839,Score,-0.534,Health Deprivation and Disability
E01005799,Score,1.464,Health Deprivation and Disability
E01005342,Score,1.517,Health Deprivation and Disability
E01005314,Score,1.993,Health Deprivation and Disability
E01005883,Score,-0.767,Health Deprivation and Disability
E01005315,Score,2.346,Health Deprivation and Disability
E01005830,Score,0.502,Health Deprivation and Disability
E01005805,Score,-0.286,Health Deprivation and Disability
E01005811,Score,-0.576,Health Deprivation and Disability
E01006022,Score,0.692,Health Deprivation and Disability
E01005927,Score,-0.271,Health Deprivation and Disability
E01005838,Score,0.526,Health Deprivation and Disability
E01005895,Score,1.129,Health Deprivation and Disability
E01005341,Score,0.453,Health Deprivation and Disability
E01005307,Score,0.417,Health Deprivation and Disability
E01005408,Score,-0.391,Health Deprivation and Disability
E01005293,Score,0.9,Health Deprivation and Disability
E01006087,Score,-1.011,Health Deprivation and Disability
E01006105,Score,1.288,Health Deprivation and Disability
E01005265,Score,1.553,Health Deprivation and Disability
E01006081,Score,-1.346,Health Deprivation and Disability
E01006133,Score,0.096,Health Deprivation and Disability
E01006134,Score,-1.35,Health Deprivation and Disability
E01006110,Score,0.432,Health Deprivation and Disability
E01006126,Score,1.154,Health Deprivation and Disability
E01005300,Score,0.731,Health Deprivation and Disability
E01005429,Score,1.348,Health Deprivation and Disability
E01005411,Score,0.26,Health Deprivation and Disability
E01005510,Score,0.319,Health Deprivation and Disability
E01005513,Score,1.465,Health Deprivation and Disability
E01005486,Score,1.434,Health Deprivation and Disability
E01005492,Score,0.193,Health Deprivation and Disability
E01006183,Score,-0.482,Health Deprivation and Disability
E01006256,Score,0.457,Health Deprivation and Disability
E01005524,Score,0.682,Health Deprivation and Disability
E01006258,Score,0.574,Health Deprivation and Disability
E01005719,Score,1.495,Health Deprivation and Disability
E01005739,Score,-0.141,Health Deprivation and Disability
E01005769,Score,0.521,Health Deprivation and Disability
E01005724,Score,0.972,Health Deprivation and Disability
E01005469,Score,0.5,Health Deprivation and Disability
E01005476,Score,0.833,Health Deprivation and Disability
E01005431,Score,0.844,Health Deprivation and Disability
E01006170,Score,-0.08,Health Deprivation and Disability
E01006339,Score,0.253,Health Deprivation and Disability
E01006351,Score,1.758,Health Deprivation and Disability
E01006190,Score,-0.6,Health Deprivation and Disability
E01005787,Score,-0.666,Health Deprivation and Disability
E01005788,Score,-0.376,Health Deprivation and Disability
E01006184,Score,0.082,Health Deprivation and Disability
E01005816,Score,0.677,Health Deprivation and Disability
E01006203,Score,-0.253,Health Deprivation and Disability
E01006204,Score,-0.312,Health Deprivation and Disability
E01005850,Score,0.483,Health Deprivation and Disability
E01005853,Score,0.676,Health Deprivation and Disability
E01006338,Score,0.904,Health Deprivation and Disability
E01006280,Score,0.8,Health Deprivation and Disability
E01006352,Score,1.344,Health Deprivation and Disability
E01006394,Score,-0.044,Health Deprivation and Disability
E01006383,Score,0.185,Health Deprivation and Disability
E01006055,Score,0.054,Health Deprivation and Disability
E01006058,Score,0.4,Health Deprivation and Disability
E01006162,Score,-0.67,Health Deprivation and Disability
E01006054,Score,1.127,Health Deprivation and Disability
E01006374,Score,-0.285,Health Deprivation and Disability
E01006060,Score,1.423,Health Deprivation and Disability
E01006379,Score,0.261,Health Deprivation and Disability
E01006082,Score,-1.271,Health Deprivation and Disability
E01006330,Score,0.168,Health Deprivation and Disability
E01006337,Score,0.568,Health Deprivation and Disability
E01006276,Score,0.113,Health Deprivation and Disability
E01006156,Score,0.094,Health Deprivation and Disability
E01006161,Score,-0.221,Health Deprivation and Disability
E01006135,Score,-0.652,Health Deprivation and Disability
E01006364,Score,0.44,Health Deprivation and Disability
E01006365,Score,-0.029,Health Deprivation and Disability
E01006399,Score,0.746,Health Deprivation and Disability
E01006402,Score,-0.169,Health Deprivation and Disability
E01006409,Score,0.26,Health Deprivation and Disability
E01005437,Score,35.184,"Education, Skills and Training"
E01005451,Score,21.272,"Education, Skills and Training"
E01005418,Score,6.806,"Education, Skills and Training"
E01005446,Score,21.04,"Education, Skills and Training"
E01005401,Score,7.617,"Education, Skills and Training"
E01005417,Score,4.931,"Education, Skills and Training"
E01005398,Score,13.372,"Education, Skills and Training"
E01005438,Score,34.771,"Education, Skills and Training"
E01005393,Score,12.861,"Education, Skills and Training"
E01005397,Score,14.348,"Education, Skills and Training"
E01005387,Score,14.529,"Education, Skills and Training"
E01005281,Score,15.139,"Education, Skills and Training"
E01005253,Score,65.795,"Education, Skills and Training"
E01005237,Score,32.619,"Education, Skills and Training"
E01005282,Score,19.236,"Education, Skills and Training"
E01005294,Score,20.273,"Education, Skills and Training"
E01005252,Score,48.019,"Education, Skills and Training"
E01005251,Score,37.597,"Education, Skills and Training"
E01005308,Score,22.552,"Education, Skills and Training"
E01005309,Score,3.251,"Education, Skills and Training"
E01005375,Score,11.507,"Education, Skills and Training"
E01005323,Score,35.501,"Education, Skills and Training"
E01005322,Score,61.758,"Education, Skills and Training"
E01005332,Score,33.013,"Education, Skills and Training"
E01005310,Score,46.884,"Education, Skills and Training"
E01005383,Score,51.41,"Education, Skills and Training"
E01005333,Score,6.38,"Education, Skills and Training"
E01005295,Score,18.079,"Education, Skills and Training"
E01005182,Score,35.018,"Education, Skills and Training"
E01005176,Score,11.084,"Education, Skills and Training"
E01005162,Score,24.552,"Education, Skills and Training"
E01005177,Score,0.436,"Education, Skills and Training"
E01005290,Score,62.8,"Education, Skills and Training"
E01005163,Score,18.791,"Education, Skills and Training"
E01005346,Score,19.982,"Education, Skills and Training"
E01005194,Score,47.409,"Education, Skills and Training"
E01005161,Score,34.11,"Education, Skills and Training"
E01005221,Score,16.826,"Education, Skills and Training"
E01005195,Score,66.781,"Education, Skills and Training"
E01005183,Score,42.303,"Education, Skills and Training"
E01005181,Score,10.317,"Education, Skills and Training"
E01005193,Score,35.232,"Education, Skills and Training"
E01005106,Score,65.369,"Education, Skills and Training"
E01005091,Score,59.22,"Education, Skills and Training"
E01005021,Score,3.515,"Education, Skills and Training"
E01005049,Score,4.028,"Education, Skills and Training"
E01005040,Score,8.747,"Education, Skills and Training"
E01005136,Score,34.421,"Education, Skills and Training"
E01005150,Score,0.996,"Education, Skills and Training"
E01005146,Score,28.586,"Education, Skills and Training"
E01005122,Score,30.229,"Education, Skills and Training"
E01004959,Score,40.833,"Education, Skills and Training"
E01005121,Score,54.408,"Education, Skills and Training"
E01005116,Score,16.183,"Education, Skills and Training"
E01004957,Score,49.951,"Education, Skills and Training"
E01004990,Score,41.588,"Education, Skills and Training"
E01004943,Score,18.881,"Education, Skills and Training"
E01004920,Score,20.262,"Education, Skills and Training"
E01004883,Score,12.48,"Education, Skills and Training"
E01004775,Score,9.451,"Education, Skills and Training"
E01004786,Score,11.128,"Education, Skills and Training"
E01004782,Score,24.897,"Education, Skills and Training"
E01004774,Score,26.978,"Education, Skills and Training"
E01004836,Score,6.345,"Education, Skills and Training"
E01004804,Score,3.311,"Education, Skills and Training"
E01004831,Score,20.291,"Education, Skills and Training"
E01004810,Score,3.555,"Education, Skills and Training"
E01004787,Score,50.881,"Education, Skills and Training"
E01004805,Score,3.022,"Education, Skills and Training"
E01005066,Score,13.109,"Education, Skills and Training"
E01004956,Score,25.404,"Education, Skills and Training"
E01004944,Score,4.953,"Education, Skills and Training"
E01005000,Score,8.909,"Education, Skills and Training"
E01005014,Score,12.058,"Education, Skills and Training"
E01005013,Score,35.867,"Education, Skills and Training"
E01004993,Score,22.957,"Education, Skills and Training"
E01004995,Score,15.575,"Education, Skills and Training"
E01004994,Score,35.092,"Education, Skills and Training"
E01005361,Score,8.3,"Education, Skills and Training"
E01005370,Score,42.519,"Education, Skills and Training"
E01005366,Score,32.52,"Education, Skills and Training"
E01005352,Score,72.273,"Education, Skills and Training"
E01005357,Score,5.147,"Education, Skills and Training"
E01005353,Score,69.142,"Education, Skills and Training"
E01004874,Score,27.63,"Education, Skills and Training"
E01004875,Score,16.283,"Education, Skills and Training"
E01004869,Score,56.368,"Education, Skills and Training"
E01004924,Score,3.955,"Education, Skills and Training"
E01004864,Score,19.996,"Education, Skills and Training"
E01004846,Score,42.316,"Education, Skills and Training"
E01004923,Score,13.486,"Education, Skills and Training"
E01004940,Score,12.85,"Education, Skills and Training"
E01004882,Score,7.916,"Education, Skills and Training"
E01005201,Score,38.128,"Education, Skills and Training"
E01005258,Score,43.099,"Education, Skills and Training"
E01004936,Score,10.316,"Education, Skills and Training"
E01004951,Score,5.671,"Education, Skills and Training"
E01004939,Score,20.985,"Education, Skills and Training"
E01004798,Score,35.598,"Education, Skills and Training"
E01004899,Score,12.628,"Education, Skills and Training"
E01004966,Score,31.481,"Education, Skills and Training"
