registered_charity_number,charity_company_registration_number,charity_name,charity_type,charity_activities,date_of_registration,charity_contact_address,charity_contact_postcode,charity_contact_phone,charity_contact_email,charity_contact_web
1055286,NA,THE GLADYS JONES CHARITABLE TRUST,Other,General Charitable Purposes.Trustees do not accept any unsolicited applications,1996-05-16,"Ludlow Trust Co Ltd, Tower Wharf, Cheese Lane, Bristol",BS2 0JJ,01173138200,charitabletrusts@ludlowtrust.com,NA
1055762,NA,MARTIN SHAW KING TRUST,Other,"To offer social, educational and sporting opportunities for disadvantaged communities.To advance the development of Black and Asian Coaches.To develop equality in coaching",1996-05-31,"127 Sudbourne Road, London",SW2 5AF,02079789431,cbking@hotmail.co.uk,msktbaca.wordpress.com
1056418,NA,SIMPLY CHRISTIANS-LONGFORD,Other,Research into and dissemination of information on Christian related topics.,1996-07-01,"60 Kenwood Road, Stretford, Manchester",M32 8PT,01618654242,mugaddas@aol.com,simplychristians.eu
1056778,NA,11TH SALE (ST JOSEPHS) SCOUT GROUP,Other,Education and Training of Children and Young Adults,1996-07-12,"11th Sale Scout Headquarters, Behind 25 Springfield Road, Sale, Cheshire",M33 7XG,0161 969 8573 ,ludlow.john@btinternet.com,NA
1057087,NA,ALTRINCHAM AND DISTRICT CHILDMINDING GROUP,Other,caring for young children while parents are at work. Helping their social development and educational development,1996-07-25,"28 Northvale Road, Timperley, Altrincham",WA15 7RR,07879408951,NA,NA
1057724,NA,NOIR FOUNDATION,Other,"The advancement of education, in particular of persons of minority groupsthe relief of persons from minority groups who are in need of need of reson of poverty, sickness and distress",1996-08-22,"58 Old Hall Lane, Manchester",M13 0UD ,01613173674,shajeh@gmail.com,NA
1057906,NA,THE MANCHESTER BUDDHA'S LIGHT SUNDAY CHINESE SCHOOL,Other,1.Teaching Chinese (Mandarin class) for the 5-15 Years children2.Teaching Chinese Tradition Dance3. Art work,1996-09-09,"540 Stretford Road, Old Trafford, Manchester",M16 9AF,01618723338,fgcs.edu@gmail.com,
1058257,NA,URMSTON LIONS CLUB TRUST FUND,Other,"General Charitable Purposes, Medical/Health/Sickness, Relief of Poverty,Overseas aid,Famine Relief, Environmental/Conservation/Heritage.",1996-09-25,"21 Grand Union Way, Eccles, Manchester",M30 0LB,01612813710,a.gallagher57@ntlworld.com,tiny.cc/urmston
1058340,03175855,ORDINARY LIFESTYLES,Charitable company,The charity supports adults with a learning and/or physical disability to live independently in their own homes. Each person has a team of support workers to help them with every aspect of their lives.,1996-09-30,"Ivy Mill Business Centre, Crown Street, Failsworth, Manchester",M35 9BG,01612020050,admin@ordinary-lifestyles.org.uk,www.ordinary-lifestyles.org.uk
1058495,NA,THE BRIDGEWATER HALL COMMUNITY EDUCATION TRUST,Trust,"The Bridgewater Hall Community Education Trust exists to maximise the educational potential of Manchester's world class concert venues through a wide range of projects, programmes and activities which take the building and its rich artistic life, as their stimulus.",1996-10-07,"The Bridgewater Hall, Lower Mosley Street, Manchester",M2 3WS,0161 907 9074,learning@bridgewater-hall.co.uk,https://www.bridgewater-hall.co.uk/get-involved/
1058741,NA,THE FINNISH SATURDAY SCHOOL IN MANCHESTER,Other,"Teaching of Finnish language and culture, excursions, social events",1996-10-18,"57b Thompson Hill, High Green, Sheffield",S35 4JS ,07748655587,info.manchesterfinns@gmail.com,http://manchesterfinns.blogspot.com/
1058810,NA,TRAFFORD CHRISTIAN LIFE CENTRE,Other,"Advancing the Christian Faith by providing public services; offering community services through youth groups, parent & toddler groups, self help groups; providing social interaction for all ages and helping to develop well balanced people.",1996-10-23,"58 Thirlmere Road, Partington, Manchester",M31 4PT,01612839450,admin@tclc.co.uk,tclc.co.uk
1059115,03258930,GREATER MANCHESTER SPORTS PARTNERSHIP,Charitable company,"GreaterSport is a Greater Manchester charity committed to changing lives through moving more, sport and physical activity. We play a strategic leadership role in support of GM Moving, the Greater Manchester wide movement, for movement. We lead, support and connect the Greater Manchester system in creating the conditions to enable Active Lives for All.",1996-11-11,"Greater Sport, National Squash Centre, Rowsley Street, Manchester",M11 3FF,07793837083,office@greatersport.co.uk,www.greatersport.co.uk
1059193,NA,THE IDA CARROLL TRUST,Other,"FUNDING CONCERTS, CONTRIBUTION TO THE COST OF THE PRODUCTION OF CD'S AND SUPPORTING CHILDREN UNDERGOING EDUCATION IN SPECIALIST MUSICAL ESTABLISHMENTS.",1996-11-13,"40 Parsonage Road, Stockport",SK4 4JR,01614324682,NA,NA
1060098,NA,FLIXTON FELLOWSHIP,Other,"THE PROMOTION OF THE CHRISTIAN RELIGION PARTICULARLY IN THE FLIXTON AREA, BUT ALSO NATIONALLY AND INTERNATIONALLY.THE RELIEF OF POVERTY AND THE PRESERVATION AND PROTECTION OF GOOD HEALTH BY THE COLLECTION OF MONEY, PROPERTY OR GOODS, WHETHER TANGIBLE, INTANGIBLE OR ANY OTHER NATURE.",1997-01-11,"30 Avondale Crescent, Urmston, Manchester",M41 7AU ,07929444231,info@flixtonfellowshipchurch.org.uk,www.flixtonfellowshipchurch.org.uk
1062179,NA,GREEK COMMUNITY OF MANCHESTER TRUST FUND,Other,Cultural and Educational,1997-04-30,"15 Wordsworth Road, Manchester",M16 9QT,01618815712,NA,NA
1063145,NA,AHINSAM BHARATIYA (INTERNATIONAL HINDI CONVENTION AND COUNCIL OF IND LANGUAGES),Other,"Ahinsam Bharatiya, the International Hindi Convention & Council of Indian Languages (The Council) was set up to increase awareness of both Indian language and culture throughout all the British communities. The Council has taken steps to promote languages and culture to improve understanding relating to health and education in modern Britain and also address Inequality in Health & Education",1997-06-30,"32 Stanhope Road, Bowdon, Altrincham",WA14 3JT,07785225599,rssumra@gmail.com,NA
1074447,NA,THE EDWARD ROSE CHARITABLE TRUST,Trust,"The object of the charity is to provide practical assistance to disadvantaged young people.Previously the charity had acquired a property with a view to the property being used to meet the objectives.The property has been subsequently sold and the proceeds are currently invested, accruing interest.",1999-03-01,"19 Aldwych Avenue, Manchester",M14 5NL,01612241914,office@felthamgroup.co.uk,NA
1062807,NA,THE ROTARY CLUB OF SALE BENEVOLENT FUND ( NO. 2 ),Other,"To provide charitable help and assistance to local, national and international causes, including areas such as youth, educational, medical, sickness, famine relief, poverty and disability.",1997-06-11,"3 Wood Lane, Timperley, Altrincham",WA15 7QG,01617185277,SaleRotaryClub@gmail.com,http://www.salerotaryclub.com
1067122,03459257,BOLTON SURTI SUNNI VOHRA MUSLIM ASSOCIATION LIMITED,Charitable company,Hiring of hall for community functions,1997-12-30,"308 Derby Street, Bolton, Gt Manchester",BL3 6LF,01204523088,NA,NA
1067424,NA,BOWDON CHURCH CHARITY,Other,Charity receives rental income from the Co-op Cost Cutter store in Bowdon Vale and uses this to make grants to the work of Bowdon Parish Church.,1998-01-13,"116 Grove Lane, Hale, Altrincham",WA15 8LS,01619804055,NA,NA
1064628,03442518,CREATIVE LIVING CENTRE,Charitable company,Creative arts;   Health & wellbeing Groups;  Saturday Evening social;  support groups; volunteer training scheme;  Complementary therapies; Art;  music;  Healthy Eating Course;  Tai Chi;  Yoga;  meditation,1997-09-30,"1a Rectory Lane, Prestwich, Manchester",M25 1BP ,01616967501,admin@creativelivingcentre.org.uk,creativelivingcentre.org.uk
1069820,03295718,THE WOODEN CANAL BOAT SOCIETY LIMITED,Charitable company,"Helping people experiencing loneliness and social exclusion by providing volunteering and employment opportunities through the preservation of historic wooden canal boats, boat recycling trips and a charity shop. Offering wellbeing breaks for disadvantaged people and those with depression or mental illness. Preserving traditional boat building skills and the heritage surrounding these boats.",1998-05-30,"173 Stamford Street Central, Ashton Under Lyne, Greater Manchester",OL6 7PS,0161 330 8422,emsmithmanchester@gmail.com,wcbs.org.uk
1063805,NA,BODY OF CHRIST INTERNATIONAL MINISTRIES (BCIM),Other,CHRISTIAN CHURCH SERVICES; LIFE TRANSFORMING CONFERENCES; COMMUNITY IMPACTING PROGRAMMES & CITY-WIDE CRUSADES; MARRIAGE SEMINARS; MEN'S /WOMEN'S CENFERENCE; EVANGELISM; HEALING AND MIRACLE CRUSADES; CHARITABLE GIVINGS.,2014-07-21,"7 Kingsland Close, Manchester",M40 7NB,07988968376,NA,www.bcim.org.uk
1061422,03288971,DEMESNE COMMUNITY ASSOCIATION,Charitable company,"To promote the benefit of the inhabitants of Langley and their immediate environs by working together with inhabitants, Local Authorities and voluntary organisations in a common effect to advance education and to provide facilities in the interest of social welfare for recreational and leisure time occupation with the object of improving the conditions of life for the inhabitants.",1997-03-20,"20 Oxendale Drive, Middleton, Manchester",M24 4FN ,0794095742,NA,www.demesnecommunityassociation.co.uk
1063556,NA,THE METROPOLITAN CHURCH,Other,"A Christian Church rooted in and reaching beyond the lesbian, gay, bisexual and transgender community.",1997-07-23,"1 Dunecroft, Denton, Manchester",M34 3UB,01613205159,contact@metropolitanchurch.org.uk,metropolitanchurch.org.uk
1064050,03298122,MANCHESTER LESBIAN AND GAY SWITCHBOARD SERVICES LIMITED,Charitable company,Charity currently generates no activities or services.,1997-08-20,"49 Claude Road, Manchester",M21 8BZ,01612358011,info@lgf.org.uk,www.lgf.org.uk
1063388,NA,FUTURE VISIONS,Other,FUTURE VISIONS is a Charity run by and for the benefit of people with learning disabilities living within the Borough of Trafford.,1997-07-11,"Links View Farm, Fairy Lane, Sale",M33 2JT,01619736746,JOHN54321COXON@HOTMAIL.CO.UK,ourfuturevisions.org
1063878,NA,MANCHESTER SICKLE CELL ASSOCIATION,Other,"THE RELIEF OF PERSONS SUFFERING FROM SICKLE CELL DISEASE AND THE PROVISION OF FACILITIES FOR RECREATION, AND THE RELIEF OF POVERTY FOR SUCH PERSONS AND THEIR IMMEDIATE FAMILY MEMBERS HAVING NEED FOR SUCH FACILITIES DUE TO THE EFFECT/IMPACT OF SICKLE CELL.",1997-08-08,"18 Royston Road, Manchester",M16 0EU,07506052989,NA,NA
1073437,03479994,WAI YIN SOCIETY,Charitable company,"In essence we provide welfare and education services to the Chinese and other ethnic minority communities. We run projects such as elderly luncheon club and elderly carers for people over 60, women and family, youth,  mental health to get people people back to the society, and adult education. We operate in the Greater Manchester area",1999-01-21,"66-68 Swan Street, Manchester",M4 5JU,01618330377,info@waiyin.org.uk,www.waiyin.org.uk
1068094,NA,THE GREATER MANCHESTER BENGALI HINDU CULTURAL ASSOCIATION,Other,"GMBHCA celebrates Hindu Cultural, Social and Religious festivals that include Durga puja, Lakshmi puja, Kali puja, Saraswati puja and organises cultural /activities such as Bijoya Sammilani, Bengali New Year and other functions which include classical dances, music and dramas involving the younger generation and guest artists of the community. It also organises educational trips to various places.",1998-02-12,"5 Prestwich Hills, Prestwich, Manchester",M25 9PY,01617989167,drbharatikar@gmail.com,www.manchesterdurgapuja.co.uk
1075748,NA,THE D C TRUST,Other,The charity's main income is donations and most of this income is donated to institutions and charitable organisations and for the relief of poverty.,2012-08-06,"68 Upper Park Road, Salford",M7 4JA,01612411661,NA,NA
1068631,NA,EZRAS RINOH,Other,Free Loan Fund,1998-03-14,"28 New Hall Road, Salford",M7 4HS,07813953366,NA,NA
1081649,NA,"JAMIAT UL MUSLIMIN, MANCHESTER",Other,Provides religious services to Muslims living within Greater Manchester & outskirts.,2000-07-19,"20 Upper Park Road, Victoria Park, Manchester",M14 5RU,0161 224 4119,info@manchestercentralmosque.org,www.manchestercentralmosque.org
1068084,NA,ALLIANCE FRANCAISE DE MANCHESTER,CIO,French Language and Cultural centre,1998-02-12,"125 Portland Street, Manchester",M1 4QD  ,01612367117,reception@afmanchester.org,www.afmanchester.org
1071349,NA,CHAIM V'TIKVAH (LIFE AND HOPE),Other,Synagogue,1998-09-04,"19 Trent Drive, Bury",BL9 6QZ,07797054579,mirandanathans@hotmail.com,NA
1070383,03438296,TRAFFORD SHOPMOBILITY (& ACCESS GROUP),Charitable company,The hiring out of scooters and wheelchairs to disabled shoppers in Altrincham and Stretford,1998-07-03,"Trafford Mobility, Unit 54, Arndale Centre, Stretford, Manchester",M32 9BB,01618643945,shopmobility.stretford@outlook.com,www.traffordshopmobility.co.uk
1067962,NA,FRIENDS OF ST TERESA'S,Other,"To assist the school, school children and school activities in areas where the school budget does not stretch.",1998-02-05,"St. Teresas Rc Primary School, St. Teresas Road, Manchester",M16 0GQ,01618813163,NA,http://www.stteresas.ik.org/p_FROSTYS_Homepage.ikml
1071703,NA,MANCHESTER AIRPORT COMMUNITY TRUST FUND,Other,"The funds continuing objectives are for charitable purposes within the areas affected by the activities of Manchester Airport.  Income is generated from the annual donation from Manchester Airport, and from noise fines levied to airlines on departure by Manchester Airport and passed over to the Trust Fund.  These funds are then dispersed to local interest groups as decided by the Trustees.",1998-09-25,"Manchester Airport Plc, Olympic House, Manchester Airport, Manchester",M90 1QX,01614893853,trust.fund@manairport.co.uk,www.manchesterairport.co.uk/communitytrustfund
1070193,02962554,BHARATIYA VIDYA BHAVAN (MANCHESTER) LIMITED,Charitable company,"The charity organised classes on almost every Saturday during the year. These classes covered languages, philosophy, music, dance and drama.",1998-06-24,"Sterling Finance Uk Ltd, Westbourne House, 159 Oldham Road, Ashton-Under-Lyne",OL7 9AR,01613394989,info@bhavan-manchester.co.uk,www.bhavan-manchester.co.uk
1071994,NA,FIRST CUT MEDIA AND PERFORMING ARTS GROUP,Other,"To Advance the Education of persons in the arts, particularly digital media and performing arts. Working with local community groups, Colleges and individual artists to develop skills/training in community drama, video and television production as a pathway to further and higher education and apprenticeships. Support local film/video makers and local artists to develop and promote their work.",1998-10-16,"25 Ruskin Road, Manchester",M16 9GS,07767392514,tonrev@yahoo.co.uk,www.firstcutmedia.com
1071870,03454310,ALTRINCHAM GRAMMAR SCHOOL DEVELOPMENTS LIMITED,Charitable company,To maintain and support Altrincham Grammar School for Boys and any successor establishment.,1998-10-07,"Altrincham Grammar School For Boys, Marlborough Road, Bowdon, Altrincham",WA14 2RS,0161 928 0858,charitycommission@thesadlers.org.uk,NA
1073769,03548114,DIAS - DOMESTIC VIOLENCE CENTRE,Charitable company,"Advice, support and counselling for adults and children affected by domestic violence.",1999-02-01,"Dias Domestic Violence Centre, D I A S, 38, Rodney House, King Street, Wigan",WN1 1BT ,01942495230,accounts@diasdvc.org,www.diasdvc.org
1074092,NA,PHILIPPINE OUTREACH CENTRE MINISTRIES,Other,Education of childrenWelfare of children and adultsChristian Religious ActivitiesCare of DisabledProvides a home for poor children and families,1999-02-19,"35 Westwood Avenue, Timperley, Altrincham",WA15 6QF,07748482261,d.j.lee@ntlworld.com,www.pocmin.com
1072775,NA,LARKHILL CENTRE COMMUNITY ASSOCIATION,Other,"ObjectsPromote the benefit of the inhabitants of TIMPERLE Y and its neighbourhood without distinction of gender, sexual orientation, ethnicity or of political, religious or other opinions, by providing facilities in the interests of social welfare for recreation and leisure time occupation with the object of improving the conditions of life for the said inhabitants;",1998-12-04,"Thorley Lane, Timperley, Altrincham",WA15 7AZ,0161 980 0864,NA,www.larkhillcentre.org.uk
1072422,NA,TRAFFORD YOUTH FOR CHRIST,Other,Promote and encourage Christian evangelisation and positive Christian living of young people in Trafford.,1998-11-12,"Trafford Youth For Christ, Church Hall, Lindsell Road, West Timperley, Altrincham",WA14 5NX,01619297022,TYFCteam@googlemail.com,http://www.traffordyfc.co.uk/
