name,type,address,postcode,area_name,long,lat
Waffle Away,Takeaway/sandwich shop," 120a Withington Road, Manchester",M16 8FA,Manchester,-2.2577301,53.452756
Williams Sandwich Bar,Takeaway/sandwich shop," 45-47 Hilton Street, Manchester",M1 2EF,Manchester,-2.231958,53.481636
Wing Hing,Takeaway/sandwich shop," 94 Cornishway, Manchester",M22 0JX,Manchester,-2.257412,53.37009
Wok,Takeaway/sandwich shop," 118 Mauldeth Road, Manchester",M14 6SQ,Manchester,-2.213324,53.434804
Wok Star,Takeaway/sandwich shop," 157 Fog Lane, Manchester",M20 6FJ,Manchester,-2.216943,53.421486
Youngs Fish & Chips,Takeaway/sandwich shop," 344 Dickenson Road, Manchester",M13 0NG,Manchester,-2.203262,53.455388
Yue Yee House,Takeaway/sandwich shop," 303 Greenbrow Road, Manchester",M23 2UH,Manchester,-2.285502,53.379257
Yummy Chinese Chippy,Takeaway/sandwich shop," 446 Burnage Lane, Manchester",M19 1LH,Manchester,-2.203375,53.425366
Yummy House Take-Away Fish & Chips,Takeaway/sandwich shop," 134 Oldham Road, Manchester",M4 6BG,Manchester,-2.226772,53.486975
Al-Aqsa Take Away Limited,Takeaway/sandwich shop," 595a Stockport Road, Manchester",M13 0RX,Manchester,-2.198309,53.455621
Amin,Takeaway/sandwich shop," 177 School Lane, Manchester",M19 1GN,Manchester,-2.217514,53.415408
Ashy's Takeaway,Takeaway/sandwich shop,"2 Progress Buildings, Halliwell Lane, Manchester",M8 9ER,Manchester,-2.242433,53.508356
Bento King,Takeaway/sandwich shop," 9 Greenheys Lane, Manchester",M15 6NQ,Manchester,-2.240095,53.463067
Blackley Fast Food,Takeaway/sandwich shop," 1143 Rochdale Road, Manchester",M9 7FW,Manchester,-2.216015,53.523057
Bobo Goa,Takeaway/sandwich shop," 185 Hollyhedge Road, Manchester",M22 8UE,Manchester,-2.258878,53.388918
Canadian Charcoal Pit,Takeaway/sandwich shop," 234 Burton Road, Manchester",M20 2LW,Manchester,-2.243289,53.426414
Chicago Chicken,Takeaway/sandwich shop," 1305-1307 Ashton Old Road, Manchester",M11 1JS,Manchester,-2.162639,53.472996
Chicken King,Takeaway/sandwich shop," 318 Wilmslow Road, Manchester",M14 6XQ,Manchester,-2.219962,53.440635
Chopstix Noodle Bar,Takeaway/sandwich shop,"Unit 1 Food Court Arndale Centre, Market Street, Manchester",M4 1AZ,Manchester,-2.23927998542786,53.483959197998
Couch Potato 2,Takeaway/sandwich shop,"The Dresser Centre, 16 Whitworth Street, Bradford, Manchester",M11 2NE,Manchester,-2.185552,53.472423
Crownchy Fried Chicken,Takeaway/sandwich shop," 278 Claremont Road, Manchester",M14 4TS,Manchester,-2.238503,53.453192
Dixy Chicken,Takeaway/sandwich shop," 935-937 Stockport Road, Manchester",M19 3NP,Manchester,-2.189346,53.441748
Flames Kebab House,Takeaway/sandwich shop," 558 Hyde Road, Manchester",M18 7EE,Manchester,-2.173648,53.460972
Food Shak,Takeaway/sandwich shop," 10 Victoria Avenue, Blackley, Manchester",M9 6QL,Manchester,-2.210606,53.533331
Francisco Pizza,Takeaway/sandwich shop," 1b Cavendish Terrace, Manchester",M21 0UA,Manchester,-2.274364,53.442338
G's Gourmet Kitchen,Takeaway/sandwich shop," 189 Fog Lane, Manchester",M20 6FJ,Manchester,-2.216944,53.421486
Golden City,Takeaway/sandwich shop," 873 Stockport Road, Manchester",M19 3PW,Manchester,-2.191163,53.443938
Golden Fish,Takeaway/sandwich shop,"Unit 1, Beswick Street, Manchester",M4 7HR,Manchester,-2.214111,53.483511
Golden Sea,Takeaway/sandwich shop," 1208 Stockport Road, Manchester",M19 2RA,Manchester,-2.185017,53.436218
Good Friend,Takeaway/sandwich shop," 287 Moston Lane, Manchester",M40 9WJ,Manchester,-2.200738,53.513907
Hunters Bbq & Asian Takeaway,Takeaway/sandwich shop," 90-94 High Street, Manchester",M4 1ES,Manchester,-2.237803,53.484051
K2 Taj,Takeaway/sandwich shop," 32 Hamilton Road, Manchester",M13 0PE,Manchester,-2.201028,53.454268
Kansas Fried Chicken,Takeaway/sandwich shop," 701 Wilmslow Road, Manchester",M20 6RE,Manchester,-2.2313042,53.4171244
Krunchy Fried Chicken,Takeaway/sandwich shop," 43 Bloom Street, Manchester",M1 3LY,Manchester,-2.238049,53.476905
Lahori Karahi & Charga,Takeaway/sandwich shop," 824 Stockport Road, Manchester",M19 3AW,Manchester,-2.191933,53.447775
Luigi's,Takeaway/sandwich shop," 84 Mauldeth Road West, Manchester",M20 1AB,Manchester,-2.232522,53.438715
Mancunian Pizza and Grill Ltd,Takeaway/sandwich shop," 994 Stockport Road, Manchester",M19 3WN,Manchester,-2.19013,53.441962
Mazaa Kebab House,Takeaway/sandwich shop," 604 Stockport Road, Manchester",M13 0RQ,Manchester,-2.19959,53.455817
MC Crunchy Fried Chicken,Takeaway/sandwich shop," 144 Hulme High Street, Manchester",M15 5JP,Manchester,-2.248549,53.461108
Mian Gee's Grill,Takeaway/sandwich shop," 817 Stockport Road, Manchester",M19 3BS,Manchester,-2.19117,53.445466
Momma B's,Takeaway/sandwich shop," 26 Portway, Manchester",M22 1UB,Manchester,-2.276472,53.379953
New Krispy,Takeaway/sandwich shop," 749 Stockport Road, Manchester",M19 3AR,Manchester,-2.191513,53.448037
Phoenix,Takeaway/sandwich shop," 12 Swan Street, Manchester",M4 5JN,Manchester,-2.233349,53.485157
Pisa Pizza,Takeaway/sandwich shop," 157 Mount Road, Manchester",M18 7QT,Manchester,-2.180892,53.457213
Popeye's Pizzeria,Takeaway/sandwich shop," 110 Reddish Lane, Manchester",M18 7JL,Manchester,-2.159183,53.455427
Rajas,Takeaway/sandwich shop," 116 Withington Road, Manchester",M16 8FA,Manchester,-2.257717,53.453071
Ritz Tandoori Takeaway,Takeaway/sandwich shop," 132 Oldham Road, Manchester",M4 6BG,Manchester,-2.226773,53.486976
Shakes & Bites,Takeaway/sandwich shop,"4 Princess Parade, Princess Road, Manchester",M14 7FS,Manchester,-2.243787,53.442288
Spice Kitchens,Takeaway/sandwich shop," 117 Wilmslow Road, Manchester",M14 5AN,Manchester,-2.224643,53.454801
Spicy Grill,Takeaway/sandwich shop," 37 Higher Ardwick, Manchester",M12 6DB,Manchester,-2.221252,53.471616
Taste Hut,Takeaway/sandwich shop," 87 Beresford Road, Manchester",M13 0TA,Manchester,-2.201703,53.450411
The Spice House Takeaway,Takeaway/sandwich shop," 27 Spark Road, Manchester",M23 1DQ,Manchester,-2.287521,53.399926
A&G Kitchen,Takeaway/sandwich shop," 267 Nuthurst Road, Manchester",M40 3PU,Manchester,-2.162153,53.515286
Abaseen Takeaway,Takeaway/sandwich shop," 999 Stockport Road, Manchester",M19 2SY,Manchester,-2.187835,53.440384
Abduls Takeaway,Takeaway/sandwich shop," 998 Stockport Road, Manchester",M19 3WN,Manchester,-2.19013,53.441962
Adam Shanks Ltd,Takeaway/sandwich shop," 15a Shudehill, Manchester",M4 2AF,Manchester,-2.23959994316101,53.4847755432129
Al Baraka,Takeaway/sandwich shop," 579b Stockport Road, Manchester",M13 0RG,Manchester,-2.199169,53.456086
Al Hamra Sweet Centre,Takeaway/sandwich shop," 467 Cheetham Hill Road, Manchester",M8 9LR,Manchester,-2.241601,53.507908
Allens Fried Chicken,Takeaway/sandwich shop," 327 Wilmslow Road, Manchester",M14 6NW,Manchester,-2.218462,53.441609
Anmol Sweet House,Takeaway/sandwich shop," 390 Dickenson Road, Manchester",M13 0WQ,Manchester,-2.201096,53.455895
Apna Lahori Kebabish,Takeaway/sandwich shop," 150-152 Cheetham Hill Road, Manchester",M8 8PZ,Manchester,-2.239108,53.493765
Arkansas,Takeaway/sandwich shop," 41 Bloom Street, Manchester",M1 3LY,Manchester,-2.238049,53.476905
Bru,Takeaway/sandwich shop," 42 Hulme High Street, Manchester",M15 5JS,Manchester,-2.248431,53.4614949
California Pizza,Takeaway/sandwich shop," 630 Hyde Road, Manchester",M18 7EE,Manchester,-2.173648,53.460972
Canada Grill,Takeaway/sandwich shop," 613b Wilbraham Road, Manchester",M21 9AN,Manchester,-2.2795426,53.4423612
Canadian Charcoal Pit,Takeaway/sandwich shop," 826 Hyde Road, Manchester",M18 7JD,Manchester,-2.162163,53.458732
Caribb Grill,Takeaway/sandwich shop," 991 Stockport Road, Manchester",M19 2SY,Manchester,-2.187835,53.440384
Caribbean Flavas,Takeaway/sandwich shop," 401 Palatine Road, Manchester",M22 4JS,Manchester,-2.260024,53.406623
Chancellors Sandwich Bar,Takeaway/sandwich shop," 2 Chancellor Lane, Manchester",M12 6JZ,Manchester,-2.21706,53.473825
Chans,Takeaway/sandwich shop," 168 Stanley Grove, Longsight, Manchester",M18 7DH,Manchester,-2.187872,53.458981
Chick Inn,Takeaway/sandwich shop," 582 Ashton New Road, Manchester",M11 4SG,Manchester,-2.186819,53.483315
Chicken Bar,Takeaway/sandwich shop," 351 Hollinwood Avenue, Manchester",M40 0JX,Manchester,-2.172202,53.524036
Chilli's,Takeaway/sandwich shop," 24 Swan Street, Manchester",M4 5JQ,Manchester,-2.233801,53.485344
China Kitchen,Takeaway/sandwich shop," 59 Reddish Lane, Manchester",M18 7JH,Manchester,-2.159776,53.456766
Cinnamon Spice,Takeaway/sandwich shop,"3 Willow Bank, Church Lane, Lightbowne, Manchester",M9 4WH,Manchester,-2.20831894874573,53.5099487304688
Citadel Takeaway,Takeaway/sandwich shop," 60 Stockport Road, Manchester",M12 6AL,Manchester,-2.221686,53.468235
Dail-a Roti,Takeaway/sandwich shop," 17 Lansdowne Road, Manchester",M8 5SF,Manchester,-2.236756,53.515333
Dixy Chicken,Takeaway/sandwich shop," 40 Higher Cambridge Street, Manchester",M15 6AN,Manchester,-2.23953,53.466987
Dragon House,Takeaway/sandwich shop," 682 Rochdale Road, Manchester",M9 5TT,Manchester,-2.215363,53.510502
Empire Takeaway,Takeaway/sandwich shop," 28 Old Moat Lane, Manchester",M20 3FL,Manchester,-2.232365,53.434868
Fat Samosa,Takeaway/sandwich shop," 10-14 Wilmslow Road, Manchester",M14 5AQ,Manchester,-2.222919,53.453348
Freddy's Chicken,Takeaway/sandwich shop," 5 Lansdowne Road, Manchester",M8 5SF,Manchester,-2.236756,53.515333
Gemini Takeaway,Takeaway/sandwich shop," 310 Oxford Road, Manchester",M13 9NS,Manchester,-2.230515,53.462898
Gold Medal,Takeaway/sandwich shop," 2 Agnew Road, Manchester",M18 7AR,Manchester,-2.175123,53.460861
Grillish,Takeaway/sandwich shop," 585 Stockport Road, Manchester",M13 0RX,Manchester,-2.198309,53.455621
Heaven,Takeaway/sandwich shop,"Unit Nf38 Manchester Arndale Market, 49 High Street, Manchester",M4 3AH,Manchester,-2.23927998542786,53.483959197998
Hing Fat,Takeaway/sandwich shop," 797-799 Rochdale Road, Manchester",M9 5XD,Manchester,-2.21664,53.509628
Hong King,Takeaway/sandwich shop," 49 Kingsway, Manchester",M19 2LL,Manchester,-2.203633,53.441652
Hope Well,Takeaway/sandwich shop," 182 Church Lane, Lightbowne, Manchester",M9 4LJ,Manchester,-2.2033896,53.5076989
Hot Chicx (Mcr) Limited,Takeaway/sandwich shop," 106 Mauldeth Road West, Manchester",M20 1AB,Manchester,-2.232627,53.438741
Istanbul,Takeaway/sandwich shop," 187 Wilmslow Road, Manchester",M14 5AQ,Manchester,-2.222919,53.453348
Jerk Junction,Takeaway/sandwich shop," 170 Manchester Road, Chorlton, Manchester",M16 0DZ,Manchester,-2.273688,53.449755
Jimmys Takeaway,Takeaway/sandwich shop," 463 Cheetham Hill Road, Manchester",M8 9LR,Manchester,-2.241601,53.507908
K2 Taj,Takeaway/sandwich shop," 2 Meldon Road, Manchester",M13 0TZ,Manchester,-2.20795,53.450167
Kebab King,Takeaway/sandwich shop," 210 Wilmslow Road, Manchester",M14 6LF,Manchester,-2.218626,53.444386
Kebabalicious,Takeaway/sandwich shop," 195 Hollyhedge Road, Manchester",M22 8UE,Manchester,-2.258878,53.388918
Khan's Kebab House,Takeaway/sandwich shop," 426 Wilmslow Road, Manchester",M20 3BW,Manchester,-2.227865,53.43502
Kin Fung Fish & Chips,Takeaway/sandwich shop," 125 Briscoe Lane, Manchester",M40 2TP,Manchester,-2.183445,53.497647
Kobeda King,Takeaway/sandwich shop," 46 Bury New Road, Manchester",M8 8EL,Manchester,-2.24961400032043,53.4935989379883
Krispy Fish and Chips,Takeaway/sandwich shop," 31 Bloom Street, Manchester",M1 3JE,Manchester,-2.237434,53.477347
Krunchy Fried Chicken,Takeaway/sandwich shop," 232 Wilmslow Road, Manchester",M14 6LE,Manchester,-2.218774,53.443891
Leo's Fish Bar,Takeaway/sandwich shop," 12 Oldham Street, Manchester",M1 1JQ,Manchester,-2.236058,53.481915
Let's Lunch,Takeaway/sandwich shop," 303 Chester Road, Manchester",M15 4EY,Manchester,-2.264372,53.469811
Little Aladdin,Takeaway/sandwich shop," 72 High Street, Manchester",M4 1ES,Manchester,-2.237803,53.484051
Love Krispy,Takeaway/sandwich shop," 128 Royal Oak Road, Manchester",M23 1FB,Manchester,-2.286568,53.399155
M/cr Fried Chicken & Pizza,Takeaway/sandwich shop,"Unit 4, 153 Great Ducie Street, Manchester",M3 1FB,Manchester,-2.24816489219666,53.4907073974609
Malik's Kebab House,Takeaway/sandwich shop," 1166-1170 Ashton Old Road, Manchester",M11 1NG,Manchester,-2.16807,53.471082
McTucky's Fried Chicken,Takeaway/sandwich shop," 40 Sackville Street, Manchester",M1 3WA,Manchester,-2.237614,53.477104
Milano Pizza's,Takeaway/sandwich shop," 164 Hollyhedge Road, Manchester",M22 9UE,Manchester,-2.258965,53.388396
Munchies,Takeaway/sandwich shop," 355 Victoria Avenue, Blackley, Manchester",M9 3WQ,Manchester,-2.19547,53.53022
Munchies,Takeaway/sandwich shop,"Bishops Corner, 321 Stretford Road, Manchester",M15 4UW,Manchester,-2.249622,53.466823
My Lahore,Takeaway/sandwich shop,"Unit 71 Sharston Industrial Estate, Shentonfield Road, Manchester",M22 4RW,Manchester,-2.25191497802734,53.3961868286133
New City Fish And Chips,Takeaway/sandwich shop," 106 Northmoor Road, Manchester",M12 5RS,Manchester,-2.192871,53.455315
New York Krispy,Takeaway/sandwich shop," 839-841 Stockport Road, Manchester",M19 3PW,Manchester,-2.191163,53.443938
Newton Heath Kebab House,Takeaway/sandwich shop," 36 Scotland Hall Road, Manchester",M40 2UE,Manchester,-2.1821229,53.4954102
Nom Nom's,Takeaway/sandwich shop," 430 Wilbraham Road, Manchester",M21 0AS,Manchester,-2.275495,53.44265
Olivien Pizza House,Takeaway/sandwich shop," 126 Burton Road, Manchester",M20 1JQ,Manchester,-2.240894,53.428648
On-Tray Sandwich Shop,Takeaway/sandwich shop," 21 Bowland Road, Manchester",M23 1JP,Manchester,-2.288858,53.395312
Peking Garden,Takeaway/sandwich shop," 232 Moston Lane, Manchester",M40 9WT,Manchester,-2.200737,53.513664
Pizza Uno,Takeaway/sandwich shop," 130 Royal Oak Road, Manchester",M23 1FB,Manchester,-2.286568,53.399155
Portland Plaice,Takeaway/sandwich shop," 88 Portland Street, Manchester",M1 4GX,Manchester,-2.240149,53.477764
Punjab Tandoori,Takeaway/sandwich shop," 479 Cheetham Hill Road, Manchester",M8 9LR,Manchester,-2.241601,53.507908
Queens Lounge,Takeaway/sandwich shop," 1049 Oldham Road, Manchester",M40 2EH,Manchester,-2.185291,53.502651
R 4 bia Pizza,Takeaway/sandwich shop,"5a Princess Parade, Princess Road, Manchester",M14 7FS,Manchester,-2.243787,53.442359
Raj Cuisine and Pizza Bar,Takeaway/sandwich shop," 339 Hollinwood Avenue, Manchester",M40 0JA,Manchester,-2.169877,53.523375
Rajas Pizza Bar,Takeaway/sandwich shop," 579A Stockport Road, Manchester",M13 0RG,Manchester,-2.199169,53.456087
Red Lantern,Takeaway/sandwich shop," 132 Royal Oak Road, Manchester",M23 1FB,Manchester,-2.286568,53.399155
Reggae Grill,Takeaway/sandwich shop," 703 Stockport Road, Manchester",M12 4QN,Manchester,-2.191957,53.449573
Royal Cod,Takeaway/sandwich shop," 466 Wilbraham Road, Manchester",M21 9AS,Manchester,-2.278883,53.442759
Royal Tandoori,Takeaway/sandwich shop," 512 Portway, Manchester",M22 0LA,Manchester,-2.257292,53.370233
Rustica Sandwich Bar,Takeaway/sandwich shop," 1 Hilton Street, Manchester",M4 1LP,Manchester,-2.235011,53.483311
Safad Takeaway & Restaurant,Takeaway/sandwich shop," 47-49 Bloom Street, Manchester",M1 3LY,Manchester,-2.238049,53.476905
Sajna Indian Kitchen,Takeaway/sandwich shop," 96 Barlow Moor Road, Manchester",M20 2PN,Manchester,-2.242734,53.421364
Shimla Spice,Takeaway/sandwich shop," 307 Greenbrow Road, Manchester",M23 2UH,Manchester,-2.285502,53.379257
Shrek's Pizza,Takeaway/sandwich shop," 109 Sale Road, Manchester",M23 0BU,Manchester,-2.27757501602173,53.410816192627
Sizzling Bites,Takeaway/sandwich shop,"Unit 2, Maple Road, Manchester",M23 9HL,Manchester,-2.312763,53.4069
Smoky's,Takeaway/sandwich shop," 84 Bury Old Road, Manchester",M8 5BW,Manchester,-2.246553,53.514298
Summer Sun,Takeaway/sandwich shop," 118 Culcheth Lane, Manchester",M40 1LZ,Manchester,-2.175374,53.496033
Super Pizza,Takeaway/sandwich shop," 512 Portway, Manchester",M22 0LA,Manchester,-2.257292,53.370233
Tasty Fried Chicken,Takeaway/sandwich shop," 104 Great Western Street, Manchester",M14 4RA,Manchester,-2.243128,53.45605
The Ben Chippy,Takeaway/sandwich shop," 314 Moston Lane, Manchester",M40 9WB,Manchester,-2.197857,53.513813
The Food Box,Takeaway/sandwich shop," 227 Burnage Lane, Manchester",M19 1FN,Manchester,-2.20044,53.431923
The Jalal,Takeaway/sandwich shop," 242 Fog Lane, Manchester",M20 6EL,Manchester,-2.217197,53.42109
Tinmus Takeaway,Takeaway/sandwich shop,"Flat A1 New Medlock House, Chester Street, Manchester",M15 6JX,Manchester,-2.2431974,53.4711588
Top Pizza,Takeaway/sandwich shop," 197a Fog Lane, Manchester",M20 6FJ,Manchester,-2.2162494,53.4213599
Unique Taste,Takeaway/sandwich shop," 31 Derby Street, Manchester",M8 8HW,Manchester,-2.244587,53.49503
Wings Chinese Takeaway,Takeaway/sandwich shop," 83 Wendover Road, Manchester",M23 9EG,Manchester,-2.304067,53.404586
Yo Yo Noodle,Takeaway/sandwich shop," 5b Wilbraham Road, Manchester",M14 6JS,Manchester,-2.220438,53.442512
Canadian Charcoal Pit,Takeaway/sandwich shop," 443 Wilmslow Road, Manchester",M20 4AN,Manchester,-2.227935,53.434032
Palermo Pizza,Takeaway/sandwich shop," 246 Moston Lane, Manchester",M40 9WF,Manchester,-2.199546,53.513783
Yummy Chinese Takeaway,Takeaway/sandwich shop," 94 Mauldeth Road West, Manchester",M20 1AB,Manchester,-2.232627,53.438741
Armstrongs Fish & Chips,Takeaway/sandwich shop," 39 Market Street, Shaw, Oldham",OL2 8NR,Oldham,-2.093582,53.576931
As-U-Like It,Takeaway/sandwich shop," 1 New Earth Street, Oldham, Oldham",OL4 5EX,Oldham,-2.087578,53.536371
Bella Napoli,Takeaway/sandwich shop," 9 Market Street, Shaw, Oldham",OL2 8NR,Oldham,-2.093582,53.576931
Betty's Fish & Chip Shop,Takeaway/sandwich shop," 36 High Street, Uppermill, Oldham",OL3 6HR,Oldham,-2.00704,53.546739
Big Lamp Chippy,Takeaway/sandwich shop," 11 Crompton Way, Shaw, Oldham",OL2 8RD,Oldham,-2.094644,53.578934
Blue Ginger,Takeaway/sandwich shop," 191 Oldham Road, Springhead, Oldham",OL4 4QJ,Oldham,-2.060512,53.5377
Brobbins Crispy Cod,Takeaway/sandwich shop," 19 Wrigley Head Crescent, Failsworth, Oldham",M35 9BN,Oldham,-2.155513,53.514109
California Crispy,Takeaway/sandwich shop," 84 Yorkshire Street, Oldham, Oldham",OL1 1SR,Oldham,-2.107569,53.542044
Charcoal Grill,Takeaway/sandwich shop," 72 George Street, Oldham",OL1 1LS,Oldham,-2.11657190322876,53.5400505065918
Charlies,Takeaway/sandwich shop," 103 Somerset Road, Failsworth, Oldham",M35 0NT,Oldham,-2.163659,53.503016
Chicken Express,Takeaway/sandwich shop," 202a Milnrow Road, Shaw, Oldham",OL2 8BE,Oldham,-2.090665,53.582892
China Palace,Takeaway/sandwich shop," 113 Rochdale Road, Shaw, Oldham",OL2 7JT,Oldham,-2.098012,53.57903
Chinese Kitchen,Takeaway/sandwich shop," 734 Hollins Road, Oldham, Oldham",OL8 4SA,Oldham,-2.136141,53.520614
Chopsticks,Takeaway/sandwich shop," 15 Grains Road, Shaw, Oldham",OL2 8HZ,Oldham,-2.084991,53.577917
Chunky Chicken,Takeaway/sandwich shop," 171 Lees Road, Oldham, Oldham",OL4 1JP,Oldham,-2.092599,53.541805
Cinnamon Tree,Takeaway/sandwich shop," 193 Shaw Road, Oldham, Oldham",OL1 3JA,Oldham,-2.103514,53.549957
Clouds & Coffee,Takeaway/sandwich shop," 61 Yorkshire Street, Oldham, Oldham",OL1 3SL,Oldham,-2.109034,53.542384
Diggle Chippy,Takeaway/sandwich shop," 152 Huddersfield Road, Diggle, Oldham",OL3 5PF,Oldham,-2.000566,53.564348
Domino's Pizza,Takeaway/sandwich shop," Unit 5 Huddersfield Road, Oldham",OL4 2AH,Oldham,-2.0902250000000002,53.546571
Domino's Pizza,Takeaway/sandwich shop,"Unit 1, 292 Oldham Road, Failsworth, Oldham",M35 0HB,Oldham,-2.165725,53.506923
Failsworth Balti House,Takeaway/sandwich shop," 66 Oldham Road, Failsworth, Oldham",M35 0JD,Oldham,-2.173571,53.504692
Family Feast Ltd,Takeaway/sandwich shop," 31 Coalshaw Green Road, Chadderton, Oldham",OL9 8JW,Oldham,-2.145327,53.529537
Filling Station,Takeaway/sandwich shop," 25 Featherstall Road North, Oldham, Oldham",OL9 6QA,Oldham,-2.128897,53.543848
Florida Fried Chicken,Takeaway/sandwich shop," 105 Yorkshire Street, Oldham, Oldham",OL1 3SY,Oldham,-2.106891,53.542359
Foz's Fish Bar,Takeaway/sandwich shop," 8 Propps Hall Drive, Failsworth, Oldham",M35 0LN,Oldham,-2.162041,53.505678
