area_code,area_name,geography,period,indicator,occupation,measure,unit,value
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Librarians and Related Professionals,Count,Persons,6
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Quality and Regulatory Professionals,Count,Persons,11
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Media Professionals,Count,Persons,48
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Science, Engineering and Production Technicians",Count,Persons,63
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"CAD, Drawing and Architectural Technicians",Count,Persons,13
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Information Technology Technicians,Count,Persons,49
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Health Associate Professionals,Count,Persons,27
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Welfare and Housing Associate Professionals,Count,Persons,83
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Teaching and Childcare Associate Professionals,Count,Persons,46
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Veterinary nurses,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Protective Service Occupations,Count,Persons,22
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Artistic, Literary and Media Occupations",Count,Persons,163
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Design Occupations,Count,Persons,23
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sports and Fitness Occupations,Count,Persons,22
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Transport Associate Professionals,Count,Persons,2
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Legal Associate Professionals,Count,Persons,14
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Finance Associate Professionals,Count,Persons,31
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Business Associate Professionals,Count,Persons,72
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Sales, Marketing and Related Associate Professionals",Count,Persons,171
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Public Services Associate Professionals,Count,Persons,8
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"HR, Training and Other Vocational Associate Guidance Professionals",Count,Persons,88
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Regulatory Associate Professionals,Count,Persons,8
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative Occupations: Government and Related Organisations,Count,Persons,83
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative Occupations: Finance,Count,Persons,127
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative Occupations: Records,Count,Persons,73
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative Occupations: Office Managers and Supervisors,Count,Persons,36
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Administrative Occupations,Count,Persons,131
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Secretarial and Related Occupations,Count,Persons,87
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Agricultural and Related Trades,Count,Persons,14
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Metal Forming, Welding and Related Trades",Count,Persons,5
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Metal Machining, Fitting and Instrument Making Trades",Count,Persons,14
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Vehicle Trades,Count,Persons,18
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Electrical and Electronic Trades,Count,Persons,45
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Skilled Metal, Electrical and Electronic Trades Supervisors",Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Construction and Building Trades,Count,Persons,69
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Building Finishing Trades,Count,Persons,22
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Construction and Building Trades Supervisors,Count,Persons,0
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Textiles and Garments Trades,Count,Persons,11
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Printing Trades,Count,Persons,3
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Food Preparation and Hospitality Trades,Count,Persons,128
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Other Skilled Trades,Count,Persons,11
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Teaching and Childcare Support Occupations,Count,Persons,102
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Animal Care and Control Services,Count,Persons,6
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Caring Personal Services,Count,Persons,276
E05000825,Clifford,Electoral ward,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Leisure and Travel Services,Count,Persons,24
