area_code,area_name,geography,period,indicator,mode_of_travel,measure,unit,value
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,281
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,30
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,5
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,30
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,5
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,0
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,265
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,26
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,22
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,43
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,8
E01006113,Trafford 004A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Not in employment or aged 15 years and under,Count,Persons,902
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,252
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,21
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,3
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,25
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,12
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,3
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,275
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,22
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,18
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,39
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,9
E01006114,Trafford 004B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Not in employment or aged 15 years and under,Count,Persons,1015
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,317
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,19
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,5
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,29
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,8
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,3
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,238
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,24
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,34
E01006115,Trafford 004C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,30
